INDIVIDUALS_PLINK	INDIVIDUALS_CLEAN
NS.1781.003.UDP0210_i7---UDP0210_i5.5A18.realigned.bam	NS.1781.003.UDP0210-i7---UDP0210-i5.5A18.realigned.bam
NS.1781.003.UDP0211_i7---UDP0211_i5.5A19.realigned.bam	NS.1781.003.UDP0211-i7---UDP0211-i5.5A19.realigned.bam
NS.1781.003.UDP0212_i7---UDP0212_i5.5A20.realigned.bam	NS.1781.003.UDP0212-i7---UDP0212-i5.5A20.realigned.bam
NS.1781.003.UDP0213_i7---UDP0213_i5.5A21.realigned.bam	NS.1781.003.UDP0213-i7---UDP0213-i5.5A21.realigned.bam
NS.1781.003.UDP0215_i7---UDP0215_i5.5A23.realigned.bam	NS.1781.003.UDP0215-i7---UDP0215-i5.5A23.realigned.bam
NS.1781.003.UDP0216_i7---UDP0216_i5.5A24.realigned.bam	NS.1781.003.UDP0216-i7---UDP0216-i5.5A24.realigned.bam
NS.1781.003.UDP0217_i7---UDP0217_i5.5A25.realigned.bam	NS.1781.003.UDP0217-i7---UDP0217-i5.5A25.realigned.bam
NS.1781.003.UDP0218_i7---UDP0218_i5.5A26.realigned.bam	NS.1781.003.UDP0218-i7---UDP0218-i5.5A26.realigned.bam
NS.1781.003.UDP0219_i7---UDP0219_i5.5A27.realigned.bam	NS.1781.003.UDP0219-i7---UDP0219-i5.5A27.realigned.bam
NS.1781.003.UDP0220_i7---UDP0220_i5.5A28.realigned.bam	NS.1781.003.UDP0220-i7---UDP0220-i5.5A28.realigned.bam
NS.1781.003.UDP0221_i7---UDP0221_i5.5A29.realigned.bam	NS.1781.003.UDP0221-i7---UDP0221-i5.5A29.realigned.bam
NS.1781.003.UDP0222_i7---UDP0222_i5.5A30.realigned.bam	NS.1781.003.UDP0222-i7---UDP0222-i5.5A30.realigned.bam
NS.1781.003.UDP0223_i7---UDP0223_i5.5A31.realigned.bam	NS.1781.003.UDP0223-i7---UDP0223-i5.5A31.realigned.bam
NS.1781.003.UDP0224_i7---UDP0224_i5.5A32.realigned.bam	NS.1781.003.UDP0224-i7---UDP0224-i5.5A32.realigned.bam
NS.1781.003.UDP0225_i7---UDP0225_i5.5A34.realigned.bam	NS.1781.003.UDP0225-i7---UDP0225-i5.5A34.realigned.bam
NS.1781.003.UDP0226_i7---UDP0226_i5.5A35.realigned.bam	NS.1781.003.UDP0226-i7---UDP0226-i5.5A35.realigned.bam
NS.1781.003.UDP0227_i7---UDP0227_i5.5A36.realigned.bam	NS.1781.003.UDP0227-i7---UDP0227-i5.5A36.realigned.bam
NS.1781.003.UDP0228_i7---UDP0228_i5.8A41.realigned.bam	NS.1781.003.UDP0228-i7---UDP0228-i5.8A41.realigned.bam
NS.1781.003.UDP0229_i7---UDP0229_i5.8A42.realigned.bam	NS.1781.003.UDP0229-i7---UDP0229-i5.8A42.realigned.bam
NS.1781.003.UDP0230_i7---UDP0230_i5.8A43.realigned.bam	NS.1781.003.UDP0230-i7---UDP0230-i5.8A43.realigned.bam
NS.1781.003.UDP0231_i7---UDP0231_i5.8A44.realigned.bam	NS.1781.003.UDP0231-i7---UDP0231-i5.8A44.realigned.bam
NS.1781.003.UDP0233_i7---UDP0233_i5.8A1.realigned.bam	NS.1781.003.UDP0233-i7---UDP0233-i5.8A1.realigned.bam
NS.1781.003.UDP0234_i7---UDP0234_i5.8A2.realigned.bam	NS.1781.003.UDP0234-i7---UDP0234-i5.8A2.realigned.bam
NS.1781.003.UDP0235_i7---UDP0235_i5.8A3.realigned.bam	NS.1781.003.UDP0235-i7---UDP0235-i5.8A3.realigned.bam
NS.1781.003.UDP0236_i7---UDP0236_i5.8A4.realigned.bam	NS.1781.003.UDP0236-i7---UDP0236-i5.8A4.realigned.bam
NS.1781.003.UDP0238_i7---UDP0238_i5.8A6.realigned.bam	NS.1781.003.UDP0238-i7---UDP0238-i5.8A6.realigned.bam
NS.1781.003.UDP0239_i7---UDP0239_i5.8A7.realigned.bam	NS.1781.003.UDP0239-i7---UDP0239-i5.8A7.realigned.bam
NS.1781.003.UDP0240_i7---UDP0240_i5.8A8.realigned.bam	NS.1781.003.UDP0240-i7---UDP0240-i5.8A8.realigned.bam
NS.1781.003.UDP0241_i7---UDP0241_i5.8A9.realigned.bam	NS.1781.003.UDP0241-i7---UDP0241-i5.8A9.realigned.bam
NS.1781.003.UDP0242_i7---UDP0242_i5.8A10.realigned.bam	NS.1781.003.UDP0242-i7---UDP0242-i5.8A10.realigned.bam
NS.1781.003.UDP0243_i7---UDP0243_i5.8A11.realigned.bam	NS.1781.003.UDP0243-i7---UDP0243-i5.8A11.realigned.bam
NS.1781.003.UDP0244_i7---UDP0244_i5.8A12.realigned.bam	NS.1781.003.UDP0244-i7---UDP0244-i5.8A12.realigned.bam
NS.1781.003.UDP0245_i7---UDP0245_i5.8A13.realigned.bam	NS.1781.003.UDP0245-i7---UDP0245-i5.8A13.realigned.bam
NS.1781.003.UDP0246_i7---UDP0246_i5.8A14.realigned.bam	NS.1781.003.UDP0246-i7---UDP0246-i5.8A14.realigned.bam
NS.1781.003.UDP0247_i7---UDP0247_i5.8A15.realigned.bam	NS.1781.003.UDP0247-i7---UDP0247-i5.8A15.realigned.bam
NS.1781.003.UDP0248_i7---UDP0248_i5.8A16.realigned.bam	NS.1781.003.UDP0248-i7---UDP0248-i5.8A16.realigned.bam
NS.1781.003.UDP0249_i7---UDP0249_i5.8A17.realigned.bam	NS.1781.003.UDP0249-i7---UDP0249-i5.8A17.realigned.bam
NS.1781.003.UDP0250_i7---UDP0250_i5.8A18.realigned.bam	NS.1781.003.UDP0250-i7---UDP0250-i5.8A18.realigned.bam
NS.1781.003.UDP0251_i7---UDP0251_i5.8A19.realigned.bam	NS.1781.003.UDP0251-i7---UDP0251-i5.8A19.realigned.bam
NS.1781.003.UDP0252_i7---UDP0252_i5.8A20.realigned.bam	NS.1781.003.UDP0252-i7---UDP0252-i5.8A20.realigned.bam
NS.1781.003.UDP0253_i7---UDP0253_i5.8A21.realigned.bam	NS.1781.003.UDP0253-i7---UDP0253-i5.8A21.realigned.bam
NS.1781.003.UDP0254_i7---UDP0254_i5.8A22.realigned.bam	NS.1781.003.UDP0254-i7---UDP0254-i5.8A22.realigned.bam
NS.1781.003.UDP0255_i7---UDP0255_i5.8A23.realigned.bam	NS.1781.003.UDP0255-i7---UDP0255-i5.8A23.realigned.bam
NS.1781.003.UDP0256_i7---UDP0256_i5.8A24.realigned.bam	NS.1781.003.UDP0256-i7---UDP0256-i5.8A24.realigned.bam
NS.1781.003.UDP0258_i7---UDP0258_i5.8A27.realigned.bam	NS.1781.003.UDP0258-i7---UDP0258-i5.8A27.realigned.bam
NS.1781.003.UDP0259_i7---UDP0259_i5.8A28.realigned.bam	NS.1781.003.UDP0259-i7---UDP0259-i5.8A28.realigned.bam
NS.1781.003.UDP0260_i7---UDP0260_i5.8A29.realigned.bam	NS.1781.003.UDP0260-i7---UDP0260-i5.8A29.realigned.bam
NS.1781.003.UDP0261_i7---UDP0261_i5.8A30.realigned.bam	NS.1781.003.UDP0261-i7---UDP0261-i5.8A30.realigned.bam
NS.1781.003.UDP0262_i7---UDP0262_i5.8A31.realigned.bam	NS.1781.003.UDP0262-i7---UDP0262-i5.8A31.realigned.bam
NS.1781.003.UDP0263_i7---UDP0263_i5.LC3.realigned.bam	NS.1781.003.UDP0263-i7---UDP0263-i5.LC3.realigned.bam
NS.1781.003.UDP0264_i7---UDP0264_i5.LC4.realigned.bam	NS.1781.003.UDP0264-i7---UDP0264-i5.LC4.realigned.bam
NS.1781.003.UDP0265_i7---UDP0265_i5.LC31.realigned.bam	NS.1781.003.UDP0265-i7---UDP0265-i5.LC31.realigned.bam
NS.1781.003.UDP0266_i7---UDP0266_i5.LC32.realigned.bam	NS.1781.003.UDP0266-i7---UDP0266-i5.LC32.realigned.bam
NS.1781.003.UDP0267_i7---UDP0267_i5.LC33.realigned.bam	NS.1781.003.UDP0267-i7---UDP0267-i5.LC33.realigned.bam
NS.1781.003.UDP0268_i7---UDP0268_i5.LC34.realigned.bam	NS.1781.003.UDP0268-i7---UDP0268-i5.LC34.realigned.bam
NS.1781.003.UDP0269_i7---UDP0269_i5.LC35.realigned.bam	NS.1781.003.UDP0269-i7---UDP0269-i5.LC35.realigned.bam
NS.1781.003.UDP0270_i7---UDP0270_i5.LC36.realigned.bam	NS.1781.003.UDP0270-i7---UDP0270-i5.LC36.realigned.bam
NS.1781.003.UDP0271_i7---UDP0271_i5.LC37.realigned.bam	NS.1781.003.UDP0271-i7---UDP0271-i5.LC37.realigned.bam
NS.1781.003.UDP0274_i7---UDP0274_i5.BdC28.realigned.bam	NS.1781.003.UDP0274-i7---UDP0274-i5.BdC28.realigned.bam
NS.1781.003.UDP0275_i7---UDP0275_i5.BdC29.realigned.bam	NS.1781.003.UDP0275-i7---UDP0275-i5.BdC29.realigned.bam
NS.1781.003.UDP0276_i7---UDP0276_i5.BdC30.realigned.bam	NS.1781.003.UDP0276-i7---UDP0276-i5.BdC30.realigned.bam
NS.1781.003.UDP0277_i7---UDP0277_i5.BdC16.realigned.bam	NS.1781.003.UDP0277-i7---UDP0277-i5.BdC16.realigned.bam
NS.1781.003.UDP0278_i7---UDP0278_i5.3N_1.realigned.bam	NS.1781.003.UDP0278-i7---UDP0278-i5.3N-1.realigned.bam
NS.1781.003.UDP0279_i7---UDP0279_i5.3N_2.realigned.bam	NS.1781.003.UDP0279-i7---UDP0279-i5.3N-2.realigned.bam
NS.1781.003.UDP0280_i7---UDP0280_i5.3N_3.realigned.bam	NS.1781.003.UDP0280-i7---UDP0280-i5.3N-3.realigned.bam
NS.1781.003.UDP0281_i7---UDP0281_i5.3N_9.realigned.bam	NS.1781.003.UDP0281-i7---UDP0281-i5.3N-9.realigned.bam
NS.1781.003.UDP0282_i7---UDP0282_i5.3N_10.realigned.bam	NS.1781.003.UDP0282-i7---UDP0282-i5.3N-10.realigned.bam
NS.1781.003.UDP0283_i7---UDP0283_i5.3N_11.realigned.bam	NS.1781.003.UDP0283-i7---UDP0283-i5.3N-11.realigned.bam
NS.1781.003.UDP0284_i7---UDP0284_i5.3N_12.realigned.bam	NS.1781.003.UDP0284-i7---UDP0284-i5.3N-12.realigned.bam
NS.1781.003.UDP0285_i7---UDP0285_i5.3N_13.realigned.bam	NS.1781.003.UDP0285-i7---UDP0285-i5.3N-13.realigned.bam
NS.1781.003.UDP0286_i7---UDP0286_i5.3N_14.realigned.bam	NS.1781.003.UDP0286-i7---UDP0286-i5.3N-14.realigned.bam
NS.1781.003.UDP0287_i7---UDP0287_i5.3N_15.realigned.bam	NS.1781.003.UDP0287-i7---UDP0287-i5.3N-15.realigned.bam
NS.1781.004.UDP0097_i7---UDP0097_i5.CPS_1.realigned.bam	NS.1781.004.UDP0097-i7---UDP0097-i5.CPS-1.realigned.bam
NS.1781.004.UDP0098_i7---UDP0098_i5.CPS_2.realigned.bam	NS.1781.004.UDP0098-i7---UDP0098-i5.CPS-2.realigned.bam
NS.1781.004.UDP0099_i7---UDP0099_i5.CPS_3.realigned.bam	NS.1781.004.UDP0099-i7---UDP0099-i5.CPS-3.realigned.bam
NS.1781.004.UDP0100_i7---UDP0100_i5.CPS_4.realigned.bam	NS.1781.004.UDP0100-i7---UDP0100-i5.CPS-4.realigned.bam
NS.1781.004.UDP0101_i7---UDP0101_i5.CPS_5.realigned.bam	NS.1781.004.UDP0101-i7---UDP0101-i5.CPS-5.realigned.bam
NS.1781.004.UDP0102_i7---UDP0102_i5.CPS_6.realigned.bam	NS.1781.004.UDP0102-i7---UDP0102-i5.CPS-6.realigned.bam
NS.1781.004.UDP0103_i7---UDP0103_i5.CPS_7.realigned.bam	NS.1781.004.UDP0103-i7---UDP0103-i5.CPS-7.realigned.bam
NS.1781.004.UDP0104_i7---UDP0104_i5.CPS_8.realigned.bam	NS.1781.004.UDP0104-i7---UDP0104-i5.CPS-8.realigned.bam
NS.1781.004.UDP0105_i7---UDP0105_i5.CPS_9.realigned.bam	NS.1781.004.UDP0105-i7---UDP0105-i5.CPS-9.realigned.bam
NS.1781.004.UDP0106_i7---UDP0106_i5.CPS_10.realigned.bam	NS.1781.004.UDP0106-i7---UDP0106-i5.CPS-10.realigned.bam
NS.1781.004.UDP0107_i7---UDP0107_i5.CPS_11.realigned.bam	NS.1781.004.UDP0107-i7---UDP0107-i5.CPS-11.realigned.bam
NS.1781.004.UDP0108_i7---UDP0108_i5.CPS_12.realigned.bam	NS.1781.004.UDP0108-i7---UDP0108-i5.CPS-12.realigned.bam
NS.1781.004.UDP0109_i7---UDP0109_i5.CPS_13.realigned.bam	NS.1781.004.UDP0109-i7---UDP0109-i5.CPS-13.realigned.bam
NS.1781.004.UDP0110_i7---UDP0110_i5.CPS_14.realigned.bam	NS.1781.004.UDP0110-i7---UDP0110-i5.CPS-14.realigned.bam
NS.1781.004.UDP0111_i7---UDP0111_i5.CPS_15.realigned.bam	NS.1781.004.UDP0111-i7---UDP0111-i5.CPS-15.realigned.bam
NS.1781.004.UDP0112_i7---UDP0112_i5.CPS_16.realigned.bam	NS.1781.004.UDP0112-i7---UDP0112-i5.CPS-16.realigned.bam
NS.1781.004.UDP0113_i7---UDP0113_i5.CPS_17.realigned.bam	NS.1781.004.UDP0113-i7---UDP0113-i5.CPS-17.realigned.bam
NS.1781.004.UDP0114_i7---UDP0114_i5.CPS_18.realigned.bam	NS.1781.004.UDP0114-i7---UDP0114-i5.CPS-18.realigned.bam
NS.1781.004.UDP0115_i7---UDP0115_i5.CPS_19.realigned.bam	NS.1781.004.UDP0115-i7---UDP0115-i5.CPS-19.realigned.bam
NS.1781.004.UDP0116_i7---UDP0116_i5.CPS_20.realigned.bam	NS.1781.004.UDP0116-i7---UDP0116-i5.CPS-20.realigned.bam
NS.1781.004.UDP0117_i7---UDP0117_i5.CPS_21.realigned.bam	NS.1781.004.UDP0117-i7---UDP0117-i5.CPS-21.realigned.bam
NS.1781.004.UDP0118_i7---UDP0118_i5.CPS_22.realigned.bam	NS.1781.004.UDP0118-i7---UDP0118-i5.CPS-22.realigned.bam
NS.1781.004.UDP0119_i7---UDP0119_i5.CPS_23.realigned.bam	NS.1781.004.UDP0119-i7---UDP0119-i5.CPS-23.realigned.bam
NS.1781.004.UDP0120_i7---UDP0120_i5.CPS_24.realigned.bam	NS.1781.004.UDP0120-i7---UDP0120-i5.CPS-24.realigned.bam
NS.1781.004.UDP0123_i7---UDP0123_i5.CPS_27.realigned.bam	NS.1781.004.UDP0123-i7---UDP0123-i5.CPS-27.realigned.bam
NS.1781.004.UDP0124_i7---UDP0124_i5.CPS_28.realigned.bam	NS.1781.004.UDP0124-i7---UDP0124-i5.CPS-28.realigned.bam
NS.1781.004.UDP0125_i7---UDP0125_i5.CPS_29.realigned.bam	NS.1781.004.UDP0125-i7---UDP0125-i5.CPS-29.realigned.bam
NS.1781.004.UDP0126_i7---UDP0126_i5.CPS_30.realigned.bam	NS.1781.004.UDP0126-i7---UDP0126-i5.CPS-30.realigned.bam
NS.1781.004.UDP0127_i7---UDP0127_i5.CPS_31.realigned.bam	NS.1781.004.UDP0127-i7---UDP0127-i5.CPS-31.realigned.bam
NS.1781.004.UDP0128_i7---UDP0128_i5.CPS_32.realigned.bam	NS.1781.004.UDP0128-i7---UDP0128-i5.CPS-32.realigned.bam
NS.1781.004.UDP0129_i7---UDP0129_i5.CPS_33.realigned.bam	NS.1781.004.UDP0129-i7---UDP0129-i5.CPS-33.realigned.bam
NS.1781.004.UDP0130_i7---UDP0130_i5.CPS_34.realigned.bam	NS.1781.004.UDP0130-i7---UDP0130-i5.CPS-34.realigned.bam
NS.1781.004.UDP0131_i7---UDP0131_i5.CPS_35.realigned.bam	NS.1781.004.UDP0131-i7---UDP0131-i5.CPS-35.realigned.bam
NS.1781.004.UDP0132_i7---UDP0132_i5.3D_1.realigned.bam	NS.1781.004.UDP0132-i7---UDP0132-i5.3D-1.realigned.bam
NS.1781.004.UDP0133_i7---UDP0133_i5.3D_2.realigned.bam	NS.1781.004.UDP0133-i7---UDP0133-i5.3D-2.realigned.bam
NS.1781.004.UDP0134_i7---UDP0134_i5.3D_3.realigned.bam	NS.1781.004.UDP0134-i7---UDP0134-i5.3D-3.realigned.bam
NS.1781.004.UDP0135_i7---UDP0135_i5.3D_4.realigned.bam	NS.1781.004.UDP0135-i7---UDP0135-i5.3D-4.realigned.bam
NS.1781.004.UDP0136_i7---UDP0136_i5.3D_5.realigned.bam	NS.1781.004.UDP0136-i7---UDP0136-i5.3D-5.realigned.bam
NS.1781.004.UDP0137_i7---UDP0137_i5.3D_6.realigned.bam	NS.1781.004.UDP0137-i7---UDP0137-i5.3D-6.realigned.bam
NS.1781.004.UDP0138_i7---UDP0138_i5.3D_7.realigned.bam	NS.1781.004.UDP0138-i7---UDP0138-i5.3D-7.realigned.bam
NS.1781.004.UDP0139_i7---UDP0139_i5.3D_8.realigned.bam	NS.1781.004.UDP0139-i7---UDP0139-i5.3D-8.realigned.bam
NS.1781.004.UDP0140_i7---UDP0140_i5.3D_9.realigned.bam	NS.1781.004.UDP0140-i7---UDP0140-i5.3D-9.realigned.bam
NS.1781.004.UDP0141_i7---UDP0141_i5.3D_10.realigned.bam	NS.1781.004.UDP0141-i7---UDP0141-i5.3D-10.realigned.bam
NS.1781.004.UDP0142_i7---UDP0142_i5.3D_11.realigned.bam	NS.1781.004.UDP0142-i7---UDP0142-i5.3D-11.realigned.bam
NS.1781.004.UDP0143_i7---UDP0143_i5.3D_12.realigned.bam	NS.1781.004.UDP0143-i7---UDP0143-i5.3D-12.realigned.bam
NS.1781.004.UDP0144_i7---UDP0144_i5.3D_13.realigned.bam	NS.1781.004.UDP0144-i7---UDP0144-i5.3D-13.realigned.bam
NS.1781.004.UDP0145_i7---UDP0145_i5.3D_14.realigned.bam	NS.1781.004.UDP0145-i7---UDP0145-i5.3D-14.realigned.bam
NS.1781.004.UDP0146_i7---UDP0146_i5.3D_15.realigned.bam	NS.1781.004.UDP0146-i7---UDP0146-i5.3D-15.realigned.bam
NS.1781.004.UDP0147_i7---UDP0147_i5.3D_16.realigned.bam	NS.1781.004.UDP0147-i7---UDP0147-i5.3D-16.realigned.bam
NS.1781.004.UDP0148_i7---UDP0148_i5.3D_17.realigned.bam	NS.1781.004.UDP0148-i7---UDP0148-i5.3D-17.realigned.bam
NS.1781.004.UDP0149_i7---UDP0149_i5.3D_18.realigned.bam	NS.1781.004.UDP0149-i7---UDP0149-i5.3D-18.realigned.bam
NS.1781.004.UDP0150_i7---UDP0150_i5.3D_19.realigned.bam	NS.1781.004.UDP0150-i7---UDP0150-i5.3D-19.realigned.bam
NS.1781.004.UDP0151_i7---UDP0151_i5.3D_20.realigned.bam	NS.1781.004.UDP0151-i7---UDP0151-i5.3D-20.realigned.bam
NS.1781.004.UDP0152_i7---UDP0152_i5.3D_21.realigned.bam	NS.1781.004.UDP0152-i7---UDP0152-i5.3D-21.realigned.bam
NS.1781.004.UDP0153_i7---UDP0153_i5.3D_22.realigned.bam	NS.1781.004.UDP0153-i7---UDP0153-i5.3D-22.realigned.bam
NS.1781.004.UDP0154_i7---UDP0154_i5.3D_23.realigned.bam	NS.1781.004.UDP0154-i7---UDP0154-i5.3D-23.realigned.bam
NS.1781.004.UDP0155_i7---UDP0155_i5.3D_24.realigned.bam	NS.1781.004.UDP0155-i7---UDP0155-i5.3D-24.realigned.bam
NS.1781.004.UDP0156_i7---UDP0156_i5.3D_25.realigned.bam	NS.1781.004.UDP0156-i7---UDP0156-i5.3D-25.realigned.bam
NS.1781.004.UDP0157_i7---UDP0157_i5.3D_26.realigned.bam	NS.1781.004.UDP0157-i7---UDP0157-i5.3D-26.realigned.bam
NS.1781.004.UDP0158_i7---UDP0158_i5.3D_27.realigned.bam	NS.1781.004.UDP0158-i7---UDP0158-i5.3D-27.realigned.bam
NS.1781.004.UDP0159_i7---UDP0159_i5.3D_28.realigned.bam	NS.1781.004.UDP0159-i7---UDP0159-i5.3D-28.realigned.bam
NS.1781.004.UDP0160_i7---UDP0160_i5.3D_29.realigned.bam	NS.1781.004.UDP0160-i7---UDP0160-i5.3D-29.realigned.bam
NS.1781.004.UDP0161_i7---UDP0161_i5.3D_30.realigned.bam	NS.1781.004.UDP0161-i7---UDP0161-i5.3D-30.realigned.bam
NS.1781.004.UDP0162_i7---UDP0162_i5.3D_31.realigned.bam	NS.1781.004.UDP0162-i7---UDP0162-i5.3D-31.realigned.bam
NS.1781.004.UDP0163_i7---UDP0163_i5.3D_32.realigned.bam	NS.1781.004.UDP0163-i7---UDP0163-i5.3D-32.realigned.bam
NS.1781.004.UDP0164_i7---UDP0164_i5.3D_33.realigned.bam	NS.1781.004.UDP0164-i7---UDP0164-i5.3D-33.realigned.bam
NS.1781.004.UDP0165_i7---UDP0165_i5.3D_34.realigned.bam	NS.1781.004.UDP0165-i7---UDP0165-i5.3D-34.realigned.bam
NS.1781.004.UDP0166_i7---UDP0166_i5.3D_35.realigned.bam	NS.1781.004.UDP0166-i7---UDP0166-i5.3D-35.realigned.bam
NS.1781.004.UDP0167_i7---UDP0167_i5.10A_1.realigned.bam	NS.1781.004.UDP0167-i7---UDP0167-i5.10A-1.realigned.bam
NS.1781.004.UDP0168_i7---UDP0168_i5.10A_2.realigned.bam	NS.1781.004.UDP0168-i7---UDP0168-i5.10A-2.realigned.bam
NS.1781.004.UDP0169_i7---UDP0169_i5.10A_3.realigned.bam	NS.1781.004.UDP0169-i7---UDP0169-i5.10A-3.realigned.bam
NS.1781.004.UDP0170_i7---UDP0170_i5.10A_4.realigned.bam	NS.1781.004.UDP0170-i7---UDP0170-i5.10A-4.realigned.bam
NS.1781.004.UDP0171_i7---UDP0171_i5.10A_5.realigned.bam	NS.1781.004.UDP0171-i7---UDP0171-i5.10A-5.realigned.bam
NS.1781.004.UDP0172_i7---UDP0172_i5.10A_6.realigned.bam	NS.1781.004.UDP0172-i7---UDP0172-i5.10A-6.realigned.bam
NS.1781.004.UDP0173_i7---UDP0173_i5.10A_7.realigned.bam	NS.1781.004.UDP0173-i7---UDP0173-i5.10A-7.realigned.bam
NS.1781.004.UDP0174_i7---UDP0174_i5.10A_8.realigned.bam	NS.1781.004.UDP0174-i7---UDP0174-i5.10A-8.realigned.bam
NS.1781.004.UDP0175_i7---UDP0175_i5.10A_9.realigned.bam	NS.1781.004.UDP0175-i7---UDP0175-i5.10A-9.realigned.bam
NS.1781.004.UDP0176_i7---UDP0176_i5.10A_10.realigned.bam	NS.1781.004.UDP0176-i7---UDP0176-i5.10A-10.realigned.bam
NS.1781.004.UDP0177_i7---UDP0177_i5.10A_11.realigned.bam	NS.1781.004.UDP0177-i7---UDP0177-i5.10A-11.realigned.bam
NS.1781.004.UDP0178_i7---UDP0178_i5.10A_12.realigned.bam	NS.1781.004.UDP0178-i7---UDP0178-i5.10A-12.realigned.bam
NS.1781.004.UDP0179_i7---UDP0179_i5.10A_13.realigned.bam	NS.1781.004.UDP0179-i7---UDP0179-i5.10A-13.realigned.bam
NS.1781.004.UDP0180_i7---UDP0180_i5.10A_14.realigned.bam	NS.1781.004.UDP0180-i7---UDP0180-i5.10A-14.realigned.bam
NS.1781.004.UDP0181_i7---UDP0181_i5.10A_15.realigned.bam	NS.1781.004.UDP0181-i7---UDP0181-i5.10A-15.realigned.bam
NS.1781.004.UDP0182_i7---UDP0182_i5.10A_16.realigned.bam	NS.1781.004.UDP0182-i7---UDP0182-i5.10A-16.realigned.bam
NS.1781.004.UDP0183_i7---UDP0183_i5.10A_17.realigned.bam	NS.1781.004.UDP0183-i7---UDP0183-i5.10A-17.realigned.bam
NS.1781.004.UDP0184_i7---UDP0184_i5.10A_18.realigned.bam	NS.1781.004.UDP0184-i7---UDP0184-i5.10A-18.realigned.bam
NS.1781.004.UDP0185_i7---UDP0185_i5.10A_19.realigned.bam	NS.1781.004.UDP0185-i7---UDP0185-i5.10A-19.realigned.bam
NS.1781.004.UDP0186_i7---UDP0186_i5.10A_20.realigned.bam	NS.1781.004.UDP0186-i7---UDP0186-i5.10A-20.realigned.bam
NS.1781.004.UDP0187_i7---UDP0187_i5.10A_21.realigned.bam	NS.1781.004.UDP0187-i7---UDP0187-i5.10A-21.realigned.bam
NS.1781.004.UDP0189_i7---UDP0189_i5.10A_23.realigned.bam	NS.1781.004.UDP0189-i7---UDP0189-i5.10A-23.realigned.bam
NS.1781.004.UDP0190_i7---UDP0190_i5.10A_24.realigned.bam	NS.1781.004.UDP0190-i7---UDP0190-i5.10A-24.realigned.bam
NS.1781.004.UDP0191_i7---UDP0191_i5.10A_25.realigned.bam	NS.1781.004.UDP0191-i7---UDP0191-i5.10A-25.realigned.bam
NS.1789.002.UDP0097_i7---UDP0097_i5.10A_26.realigned.bam	NS.1789.002.UDP0097-i7---UDP0097-i5.10A-26.realigned.bam
NS.1789.002.UDP0098_i7---UDP0098_i5.10A_27.realigned.bam	NS.1789.002.UDP0098-i7---UDP0098-i5.10A-27.realigned.bam
NS.1789.002.UDP0099_i7---UDP0099_i5.10A_28.realigned.bam	NS.1789.002.UDP0099-i7---UDP0099-i5.10A-28.realigned.bam
NS.1789.002.UDP0100_i7---UDP0100_i5.10A_29.realigned.bam	NS.1789.002.UDP0100-i7---UDP0100-i5.10A-29.realigned.bam
NS.1789.002.UDP0101_i7---UDP0101_i5.10A_30.realigned.bam	NS.1789.002.UDP0101-i7---UDP0101-i5.10A-30.realigned.bam
NS.1789.002.UDP0102_i7---UDP0102_i5.10A_31.realigned.bam	NS.1789.002.UDP0102-i7---UDP0102-i5.10A-31.realigned.bam
NS.1789.002.UDP0103_i7---UDP0103_i5.10A_32.realigned.bam	NS.1789.002.UDP0103-i7---UDP0103-i5.10A-32.realigned.bam
NS.1789.002.UDP0104_i7---UDP0104_i5.10A_33.realigned.bam	NS.1789.002.UDP0104-i7---UDP0104-i5.10A-33.realigned.bam
NS.1789.002.UDP0105_i7---UDP0105_i5.10A_34.realigned.bam	NS.1789.002.UDP0105-i7---UDP0105-i5.10A-34.realigned.bam
NS.1789.002.UDP0106_i7---UDP0106_i5.10A_35.realigned.bam	NS.1789.002.UDP0106-i7---UDP0106-i5.10A-35.realigned.bam
NS.1789.002.UDP0107_i7---UDP0107_i5.SMB_1.realigned.bam	NS.1789.002.UDP0107-i7---UDP0107-i5.SMB-1.realigned.bam
NS.1789.002.UDP0108_i7---UDP0108_i5.SMB_2.realigned.bam	NS.1789.002.UDP0108-i7---UDP0108-i5.SMB-2.realigned.bam
NS.1789.002.UDP0109_i7---UDP0109_i5.SMB_3.realigned.bam	NS.1789.002.UDP0109-i7---UDP0109-i5.SMB-3.realigned.bam
NS.1789.002.UDP0110_i7---UDP0110_i5.SMB_4.realigned.bam	NS.1789.002.UDP0110-i7---UDP0110-i5.SMB-4.realigned.bam
NS.1789.002.UDP0111_i7---UDP0111_i5.SMB_5.realigned.bam	NS.1789.002.UDP0111-i7---UDP0111-i5.SMB-5.realigned.bam
NS.1789.002.UDP0112_i7---UDP0112_i5.SMB_6.realigned.bam	NS.1789.002.UDP0112-i7---UDP0112-i5.SMB-6.realigned.bam
NS.1789.002.UDP0113_i7---UDP0113_i5.SMB_7.realigned.bam	NS.1789.002.UDP0113-i7---UDP0113-i5.SMB-7.realigned.bam
NS.1789.002.UDP0114_i7---UDP0114_i5.SMB_8.realigned.bam	NS.1789.002.UDP0114-i7---UDP0114-i5.SMB-8.realigned.bam
NS.1789.002.UDP0115_i7---UDP0115_i5.SMB_9.realigned.bam	NS.1789.002.UDP0115-i7---UDP0115-i5.SMB-9.realigned.bam
NS.1789.002.UDP0117_i7---UDP0117_i5.SMB_11.realigned.bam	NS.1789.002.UDP0117-i7---UDP0117-i5.SMB-11.realigned.bam
